,price,location,baths,bedrooms,Total_Area
7846,299500000,F-7,7,6,10890.0
7847,15000000,I-10,6,4,1361.255
7849,8500000,Soan Garden,2,2,1633.506
7850,46000000,E-11,6,6,43287.909
7851,35000000,G-10,6,5,2450.259
7853,32500000,other,3,4,3267.012
7854,28500000,G-8,4,4,1633.506
7855,21000000,G-11,4,4,2178.008
7857,50000000,G-11,6,6,3267.012
7858,25000000,G-13,6,6,2178.008
7860,43000000,E-11,0,0,5445.0
7863,30800000,E-11,5,4,2722.51
7865,30800000,E-11,5,4,2722.51
7870,38500000,G-9,3,5,38659.642
8106,400000000,F-7,10,7,10890.0
8110,22000000,G-8,3,3,1633.506
8111,29000000,Ali Pur,6,6,4900.518
8113,48000000,DHA Defence,6,6,5445.0
8115,15000000,H-13,4,5,2178.008
8119,45000000,DHA Defence,6,5,5445.0
8121,4800000,DHA Defence,3,3,2178.008
8122,16000000,Soan Garden,6,6,2722.51
8123,50000000,DHA Defence,7,7,10890.0
8124,15000000,Bhara kahu,1,3,81675.0
8125,9000000,Bani Gala,4,4,1361.255
8126,16500000,G-11,3,4,1089.004
8127,23500000,G-13,5,4,1905.757
8128,14500000,Bahria Town,3,3,1361.255
8376,15000000,Korang Town,3,3,29130.857
8382,34000000,G-9,4,7,2722.51
8383,13500000,Pakistan Town,6,6,2722.51
8387,45000000,DHA Defence,7,5,5445.0
8391,12000000,B-17,0,4,2178.008
8392,76000000,E-11,7,6,5445.0
8395,22000000,Bahria Town,4,4,2178.008
8396,170000000,F-10,10,7,10890.0
8397,3000000,H-13,2,2,816.7529999999999
8398,6400000,H-13,4,4,1361.255
8399,8500000,Khanna Pul,6,4,1361.255
8400,190000000,F-6,6,6,125235.0
8401,3000000,Arsalan Town,3,3,15246.056
8403,15000000,Ghauri Town,9,7,1905.757
8405,12000000,Bhara kahu,0,3,26680.598
8406,27500000,Bahria Town,6,5,2994.7609999999995
8407,5000000,other,4,4,1361.255
8408,32000000,E-11,6,5,2178.008
8410,62000000,E-11,10,11,5445.0
8411,3800000,Ghauri Town,3,2,1633.506
8412,9500000,Ghauri Town,4,4,1361.255
8413,32000000,Naval Anchorage,6,5,5445.0
8414,27500000,Bahria Town,5,4,3267.012
8631,13000000,Swan Garden,0,0,2178.008
8633,16500000,Soan Garden,8,7,2722.51
8634,27000000,G-11,4,4,1905.757
8635,175000000,F-10,10,7,130680.0
8636,25000000,G-11,5,5,1361.255
8637,11000000,H-13,7,7,1905.757
8639,8200000,Ghauri Town,3,4,1361.255
8642,8000000,other,4,3,2722.51
8644,11000000,Bhara kahu,6,4,1905.757
8645,14000000,PWD Housing Scheme,5,5,25319.343
8646,8000000,other,4,4,1361.255
8647,19000000,B-17,5,4,4083.765
8648,30000000,G-15,9,6,3267.012
8653,36000000,G-9,9,9,18240.817
8654,3100000,Islamabad - Murree Expressway,3,3,1089.004
8655,19000000,Emaar Canyon Views,3,3,3539.263
8656,19900000,Emaar Canyon Views,3,3,32942.371
8657,45000000,Bani Gala,7,7,65340.0
8660,49500000,D-12,6,4,2994.7609999999995
8661,19000000,Ghauri Town,8,7,2722.51
8662,5000000,Shaheen Town,3,3,1361.255
8664,11500000,H-13,5,4,2722.51
8665,27500000,Bahria Town,5,4,2722.51
8666,8900000,National Police Foundation O-9,5,3,1361.255
8667,11500000,H-13,5,4,1905.757
8668,20100000,G-15,0,0,1905.757
8669,7500000,DHA Defence,0,3,2178.008
8670,17500000,Bani Gala,5,4,2722.51
8671,14800000,G-11,2,2,15246.056
8883,16500000,F-17,6,5,1905.757
8884,48500000,G-13,0,0,3811.514
8885,3900000,Alipur Farash,2,2,816.7529999999999
8886,3000000,DHA Defence,2,2,1361.255
8887,14200000,FECHS,7,5,2178.008
8888,4500000,Taramrri,3,2,1361.255
8889,9500000,I-14,2,2,1361.255
8895,24000000,G-13,4,5,1905.757
8897,13500000,Green Avenue,6,4,1361.255
8898,25000000,Bahria Town,0,0,2994.7609999999995
8899,62500000,E-11,5,5,65340.0
8900,15200000,G-13,5,4,11979.043999999998
8901,22500000,E-11,6,5,17696.315
8903,16500000,D-17,7,7,2450.259
8904,14000000,Soan Garden,7,4,2178.008
8905,77500000,G-11,7,6,5445.0
8906,40000000,G-13,0,10,38659.642
8907,7000000,Islamabad - Murree Expressway,4,4,1089.004
8908,4200000,other,4,5,816.7529999999999
8909,25000000,Bhara kahu,7,6,65340.0
8914,45000000,DHA Defence,7,6,5445.0
9093,47000000,Bahria Town,7,6,5445.0
9094,550000000,F-6,10,12,27225.0
9095,21000000,G-11,3,4,1361.255
9096,11000000,H-13,6,6,15246.056
9097,47500000,DHA Defence,6,5,5445.0
9098,14000000,Swan Garden,3,3,34031.375
9099,15000000,B-17,5,5,2178.008
9100,30000000,G-10,3,4,2722.51
9101,13000000,I-14,5,5,1633.506
9102,140000000,F-7,4,4,98010.0
9103,9500000,Ghauri Town,5,4,1361.255
9105,9500000,other,2,3,2722.51
9109,2600000,DHA Defence,2,2,1361.255
9110,3400000,DHA Defence,2,2,1361.255
9111,7500000,DHA Defence,3,3,2178.008
9112,4300000,DHA Defence,0,0,2178.008
9113,14000000,Bahria Town,6,6,1905.757
9114,12800000,B-17,0,0,2178.008
9115,27500000,Bahria Town,8,7,2722.51
9117,25000000,Zaraj Housing Scheme,0,0,76230.0
9118,4500000,Burma Town,3,2,1089.004
9119,38000000,Bahria Town,7,6,5445.0
9120,30000000,other,6,7,5445.0
9122,45000000,Korang Town,0,11,59895.0
9123,45000000,G-9,6,7,2722.51
9124,45000000,Bhara kahu,5,4,10890.0
9352,28000000,Bahria Town,6,5,2994.7609999999995
9353,43500000,DHA Defence,6,5,5445.0
9354,16000000,D-12,4,3,2178.008
9355,12500000,Lehtarar Road,5,11,2722.51
9356,7600000,DHA Defence,3,3,2178.008
9357,130000000,F-7,6,6,70785.0
9358,16500000,G-14,4,4,1361.255
9361,5500000,Burma Town,0,0,1089.004
9362,16000000,PWD Housing Scheme,6,5,2450.259
9363,55000000,E-11,5,5,5445.0
9364,14500000,F-17,4,4,2178.008
9365,23000000,F-17,6,6,2722.51
9366,12000000,Ghauri Town,5,4,1361.255
9368,11500000,H-13,6,6,1361.255
9370,52000000,G-9,3,4,3811.514
9563,11000000,Naval Anchorage,4,3,1361.255
9564,13000000,F-17,6,4,1905.757
9565,26000000,DHA Defence,5,4,2722.51
9566,24000000,Bahria Town,5,4,2722.51
9567,9000000,H-13,4,4,1361.255
9569,56500000,G-13,5,5,5445.0
9570,9500000,H-13,6,5,1361.255
9571,16000000,Pakistan Town,0,0,1633.506
9572,39000000,G-10,6,6,5445.0
9573,5600000,DHA Defence,4,3,2178.008
9574,9500000,Islamabad Highway,5,4,816.7529999999999
9575,30500000,DHA Defence,6,5,3267.012
9577,6000000,Ghauri Town,2,2,1361.255
9579,40000000,DHA Defence,9,8,98010.0
9580,38500000,DHA Defence,6,5,5445.0
9581,52500000,I-8,6,6,38659.642
9582,76500000,D-12,0,10,65340.0
9583,20000000,Bhara kahu,6,9,5445.0
9584,5500000,Ghauri Town,4,4,816.7529999999999
9585,17500000,D-17,5,6,2722.51
9586,20000000,G-8,3,4,1633.506
9588,43000000,E-11,6,6,2722.51
9591,8000000,Jhangi Syedan,4,4,1361.255
9592,3000000,Lehtarar Road,2,2,816.7529999999999
9595,2600000,Jhang Syedan,2,2,816.7529999999999
9596,16500000,G-14,4,4,1361.255
9597,17500000,PWD Housing Scheme,6,6,3267.012
9598,18000000,National Police Foundation,6,8,2722.51
9599,50000000,G-10,0,0,2994.7609999999995
9601,5400000,other,4,4,11434.542
9603,5500000,Garden Town,5,2,816.7529999999999
9604,1900000,Lehtarar Road,1,2,6806.275
9605,4900000,Burma Town,4,3,1089.004
9607,12000000,Bahria Town,5,5,1905.757
9608,15500000,other,4,5,1905.757
9611,12500000,other,4,8,1361.255
9612,26000000,National Police Foundation O-9,7,6,5445.0
9613,12500000,Gulshan-e-Khudadad,4,4,1361.255
9614,28000000,B-17,9,9,3811.514
9616,36000000,G-13,7,7,2722.51
9617,9500000,Ghauri Town,5,4,1361.255
9618,21000000,Soan Garden,6,8,4356.016
9842,18000000,Margalla Town,6,7,12251.294999999998
9844,27000000,Bani Gala,10,6,4356.016
9846,16500000,D-12,0,0,11979.043999999998
9847,7000000,Bhara kahu,5,4,1361.255
9848,39000000,G-10,6,6,3267.012
9849,14000000,I-9,4,4,1361.255
9851,6000000,Chatha Bakhtawar,3,2,1361.255
9852,9000000,H-13,5,5,12251.294999999998
9854,13800000,I-14,5,5,1905.757
9855,11000000,Soan Garden,4,4,2450.259
9856,7000000,Bhara kahu,4,6,1361.255
9857,41000000,G-13,7,6,38659.642
9858,16500000,G-14,5,5,1361.255
9859,45000000,other,3,4,3267.012
9860,50000000,National Police Foundation,0,0,5445.0
9861,6500000,H-13,4,4,1361.255
10134,4600000,Jhang Syedan,3,3,1361.255
10135,25000000,other,7,5,5445.0
10136,35000000,G-9,6,6,2722.51
10137,8500000,Bhara kahu,4,3,2722.51
10138,14500000,Bani Gala,6,6,2722.51
10140,7500000,Ghauri Town,5,4,12251.294999999998
10143,16000000,Ghauri Town,0,0,1905.757
10149,10500000,Ghauri Town,5,4,1361.255
10150,5800000,Taramrri,0,0,1089.004
10152,18500000,Pakistan Town,7,7,2994.7609999999995
10153,25000000,Bahria Town,6,4,2722.51
10154,17500000,Thanda Pani,6,4,65340.0
10157,9900000,B-17,4,3,1361.255
10158,9900000,B-17,4,3,1361.255
10160,17000000,G-15,4,4,1905.757
10161,110000000,F-8,3,3,70785.0
10162,19000000,G-10,0,0,1633.506
10163,16500000,G-11,0,0,1361.255
10164,35000000,D-17,9,9,5445.0
10165,28000000,G-15,6,6,3267.012
10166,13500000,I-10,3,3,1361.255
10167,8500000,DHA Defence,3,3,2178.008
10168,6600000,Khanna Pul,4,4,1361.255
10459,32000000,Emaar Canyon Views,3,4,81675.0
10460,5500000,Ali Pur,2,4,1089.004
10462,6800000,Ghauri Town,3,3,1361.255
10463,15000000,DHA Defence,3,3,1361.255
10464,4400000,Koral Chowk,1,2,1089.004
10465,3900000,Koral Chowk,2,2,9528.785
10466,3900000,Koral Chowk,2,2,9528.785
10467,9900000,B-17,4,3,1361.255
10468,9900000,B-17,4,3,1361.255
10469,26500000,G-13,5,5,2178.008
10470,16000000,I-14,6,5,19602.072
10471,9800000,Ghauri Town,5,4,1361.255
10472,13800000,Bahria Town,0,0,1361.255
10473,15000000,G-13,4,4,1089.004
10474,37500000,Bahria Town,0,0,4356.016
10475,14000000,other,5,5,2722.51
10477,6500000,H-13,3,2,15246.056
10478,5200000,H-13,3,3,10617.789
10479,3500000,DHA Defence,2,2,1361.255
10480,7900000,Taramrri,4,4,1361.255
10481,28000000,National Police Foundation O-9,9,7,5445.0
10482,14000000,Ghauri Town,6,7,1905.757
10483,14000000,Ghauri Town,7,7,1905.757
10484,14000000,G-13,4,4,11979.043999999998
10485,4500000,Ghauri Town,2,3,1089.004
10487,23000000,Bahria Town,4,3,2722.51
10488,10000000,I-13,5,4,1361.255
10489,41000000,G-13,7,7,3811.514
10490,45000000,DHA Defence,6,5,5445.0
10493,75000000,F-10,5,5,5445.0
10494,160000000,F-10,7,7,10890.0
10495,250000000,F-7,10,10,136125.0
10496,29000000,G-15,0,0,38659.642
10497,16500000,G-13,6,6,11979.043999999998
10498,8500000,DHA Defence,5,10,1361.255
10499,77500000,E-11,7,7,5445.0
10766,20000000,I-10,3,5,1633.506
10767,21500000,G-11,5,2,12251.294999999998
10769,16000000,G-11,2,3,1361.255
10770,16000000,Green Avenue,6,6,1633.506
10771,3400000,DHA Defence,2,2,1361.255
10772,4700000,Shah Allah Ditta,3,2,1361.255
10773,17500000,Soan Garden,5,4,5445.0
10774,9600000,National Police Foundation,4,3,20418.825
10775,34000000,F-11,4,4,2722.51
10777,9500000,Jhangi Syedan,4,5,1361.255
10778,6000000,other,3,3,1361.255
10779,31000000,F-11,4,4,1633.506
10780,6500000,I-13,4,5,1633.506
10782,15000000,DHA Defence,3,3,1361.255
10783,15500000,Bahria Town,5,5,2178.008
10784,12000000,Bhara kahu,5,5,2178.008
10785,11000000,Ghauri Town,4,4,1361.255
10786,41500000,DHA Defence,6,5,5445.0
10787,48000000,DHA Defence,8,7,5445.0
10788,13500000,FECHS,4,4,1905.757
10789,25500000,Bahria Town,6,5,2722.51
10791,15000000,B-17,4,4,2178.008
10792,25000000,Bahria Town,4,4,2722.51
10793,5000000,Arsalan Town,5,5,1361.255
10794,15000000,Ghauri Town,0,5,1633.506
10795,13800000,F-17,5,5,1905.757
10797,25000000,other,2,4,1905.757
10798,5900000,Ghauri Town,0,0,1361.255
11056,16800000,D-12,5,3,1089.004
11057,12000000,FECHS,5,5,1905.757
11058,14500000,FECHS,4,4,1905.757
11059,35000000,DHA Defence,0,0,5445.0
11061,21500000,D-12,4,4,1905.757
11062,60000000,I-8,6,8,38659.642
11063,8500000,I-14,2,2,1633.506
11064,9850000,Soan Garden,3,2,1633.506
11065,130000000,F-7,5,8,70785.0
11066,80000000,F-11,5,5,5445.0
11067,130000000,F-8,10,11,5445.0
11069,25000000,G-8,0,0,18240.817
11070,11500000,Ghauri Town,6,4,1361.255
11071,12000000,Bhara kahu,0,4,12251.294999999998
11072,8000000,Arsalan Town,3,2,1361.255
11073,21500000,G-10,0,7,1361.255
11074,39000000,G-10,0,5,38659.642
11075,17000000,D-12,0,4,11979.043999999998
11077,25500000,G-15,6,8,3267.012
11078,28000000,Bhara kahu,6,10,5445.0
11079,10000000,B-17,0,0,2178.008
11081,12500000,other,5,4,3267.012
11082,8500000,Taramrri,6,6,1633.506
11083,11000000,Bahria Town,4,4,1361.255
11084,21500000,G-9,3,3,1633.506
11085,43500000,DHA Defence,7,6,65340.0
11086,175000000,F-8,9,9,70785.0
11088,4000000,other,3,4,1361.255
11089,39000000,DHA Defence,6,6,5445.0
11091,150000000,F-10,5,5,87120.0
11092,30000000,B-17,3,3,98010.0
11093,10000000,Bhara kahu,6,0,2450.259
11094,7000000,Ghauri Town,6,6,12251.294999999998
11095,3000000,I-13,1,3,6806.275
11396,2900000,Koral Town,0,0,816.7529999999999
11397,6600000,Ghauri Town,0,0,1633.506
11398,11000000,Bahria Town,2,3,1361.255
11400,25000000,Bahria Town,4,4,2722.51
11401,32500000,DHA Defence,5,5,5445.0
11402,6000000,Jhangi Syedan,0,0,1361.255
11403,8500000,Chatha Bakhtawar,6,4,1361.255
11404,27500000,Bahria Town,6,5,2994.7609999999995
11405,5500000,Lehtarar Road,3,2,1361.255
11406,14000000,FECHS,6,4,1905.757
11407,28500000,E-11,0,0,1633.506
11408,39000000,G-10,6,6,3267.012
11409,32500000,G-15,6,6,3539.263
11410,72500000,F-11,5,5,5445.0
11412,300000000,F-7,6,6,10890.0
11414,11500000,Pakistan Town,5,3,18240.817
11415,4000000,Ghauri Town,2,3,7623.027999999999
11416,17000000,Soan Garden,6,6,5445.0
11417,8000000,other,4,8,1361.255
11418,850000000,F-6,8,8,261360.0
11419,25000000,G-8,0,0,18240.817
11420,80000000,F-7,0,0,59895.0
11421,120000000,F-10,0,0,10890.0
11422,100000000,D-12,9,9,65340.0
11423,32500000,G-9,6,5,29675.359
11424,21500000,G-9,3,4,18240.817
11426,8500000,Ghauri Town,3,3,1361.255
11427,36000000,E-11,6,6,1905.757
11429,17500000,Soan Garden,3,4,5445.0
11430,100000000,F-11,10,10,5445.0
11431,6500000,E-18,3,2,2178.008
11433,15000000,B-17,6,4,33759.124
11434,15500000,National Police Foundation,6,5,2722.51
11435,77500000,F-11,6,6,59895.0
11436,26500000,G-13,6,5,1905.757
11437,15500000,Bahria Town,4,3,1361.255
11438,9500000,E-18,2,2,2722.51
11439,18500000,DHA Defence,4,3,2994.7609999999995
11442,95000000,F-7,5,9,5445.0
11445,1400000,Tarnol,3,3,1089.004
11446,52500000,Bahria Town,6,6,65340.0
11447,8800000,Lehtarar Road,7,4,1089.004
11448,20000000,Park Road,8,6,2722.51
11736,190000000,F-8,10,9,70785.0
11737,30000000,Bahria Town,8,8,2722.51
11738,65000000,F-11,8,8,4356.016
11739,27500000,Bahria Town,6,5,2994.7609999999995
11740,6700000,Kuri Road,5,5,1089.004
11741,25000000,DHA Defence,0,0,5445.0
11742,25000000,PWD Housing Scheme,6,6,3811.514
11744,23000000,Margalla Town,2,2,2450.259
11745,25000000,Ghauri Town,0,4,1361.255
11746,12500000,Ghauri Town,0,4,1361.255
11749,23000000,Soan Garden,0,0,5445.0
11750,13000000,B-17,7,5,2178.008
11751,19000000,B-17,7,5,2178.008
11752,14500000,B-17,7,5,2178.008
11753,14500000,B-17,7,5,2178.008
11754,15000000,B-17,7,5,2178.008
11755,14000000,B-17,7,5,2178.008
11756,14500000,B-17,7,5,2178.008
11757,49000000,I-8,5,6,38659.642
11758,8000000,Lehtarar Road,6,4,1633.506
11759,22500000,G-14,5,5,2178.008
11760,14000000,B-17,4,4,2178.008
11761,16500000,I-10,0,0,1633.506
11762,5000000,Tarnol,3,2,1361.255
11763,3200000,Bhara kahu,2,3,816.7529999999999
11764,26500000,G-13,5,6,1905.757
11765,20000000,G-9,4,5,1361.255
11767,7800000,Bhara kahu,4,4,1905.757
11768,9000000,B-17,4,4,15246.056
11769,37000000,DHA Defence,7,6,5445.0
11770,45000000,G-9,0,0,38659.642
11771,10500000,H-13,4,5,15246.056
11772,7000000,Bhara kahu,5,5,1633.506
12077,10000000,Islamabad Expressway,5,4,1361.255
12078,3600000,DHA Defence,0,0,1361.255
12079,19000000,Bani Gala,7,7,2722.51
12080,38000000,DHA Defence,6,6,4356.016
12081,16500000,D-17,5,5,2178.008
12082,18000000,DHA Defence,4,4,2994.7609999999995
12083,25000000,Bani Gala,6,6,4356.016
12084,28500000,Bani Gala,0,0,5445.0
12085,15000000,I-9,3,2,1633.506
12086,4800000,Burma Town,3,2,1361.255
12087,13500000,Bahria Town,0,0,1905.757
12088,13500000,PWD Road,0,0,1633.506
12089,7600000,H-13,4,4,1361.255
12090,33500000,DHA Defence,6,6,5445.0
12091,12500000,Ghauri Town,7,5,1361.255
12092,16000000,E-18,0,0,33759.124
12093,17500000,G-13,5,5,1089.004
12095,12200000,G-13,4,4,1089.004
12096,5100000,Jhangi Syedan,6,6,1361.255
12098,10500000,Soan Garden,4,4,1361.255
12099,17000000,DHA Defence,3,4,1361.255
12101,5000000,Lehtarar Road,2,2,1361.255
12102,26500000,E-11,6,6,2178.008
12103,15500000,B-17,7,6,5445.0
12104,12000000,Alipur Farash,3,3,2722.51
12105,13500000,FECHS,6,6,19602.072
12106,12000000,H-13,6,7,1633.506
12107,3800000,Bhara kahu,2,3,1089.004
12108,9500000,other,0,0,1361.255
12396,6200000,Ghauri Town,5,7,816.7529999999999
12398,10500000,Ghauri Town,6,4,1361.255
12399,22000000,Bani Gala,5,5,2722.51
12401,13500000,Bahria Town,3,3,1361.255
12402,75000000,Bahria Town,5,5,16335.0
12404,6000000,Ghauri Town,3,2,1361.255
12405,5500000,Ghauri Town,3,2,1089.004
12406,4000000,Kashmir Highway,3,4,1361.255
12408,5200000,other,2,3,1633.506
12409,10000000,Ghauri Town,4,4,1361.255
12410,130000000,F-7,6,6,70785.0
12411,43000000,DHA Defence,6,6,5445.0
12413,4500000,other,3,3,2178.008
12414,58000000,I-8,6,10,38659.642
12415,10500000,Kuri Road,4,5,2722.51
12420,10500000,Ghauri Town,6,6,1361.255
12421,11000000,H-13,6,7,1361.255
12422,10500000,H-13,7,7,1905.757
12423,27500000,E-11,4,4,18240.817
12424,10500000,Ghauri Town,7,6,1361.255
12425,37500000,E-11,6,6,2722.51
12427,10500000,H-13,5,6,1361.255
12428,8500000,H-13,5,5,12251.294999999998
12429,10500000,H-13,6,6,1361.255
12430,9500000,H-13,7,7,1089.004
12431,26000000,Naval Anchorage,5,5,38659.642
12432,3500000,other,3,2,1361.255
12719,3500000,DHA Defence,0,0,1361.255
12721,45000000,DHA Defence,0,8,5445.0
12722,17500000,G-14,3,3,1361.255
12723,35000000,Bani Gala,5,4,3811.514
12724,75000000,F-10,4,5,5445.0
12726,67500000,E-11,7,6,5445.0
12727,16000000,Pakistan Town,8,8,2722.51
12729,6500000,other,2,3,1361.255
12731,12500000,Kuri Road,3,3,1361.255
12732,12000000,Kuri Road,4,4,1361.255
12733,13500000,Kuri Road,4,4,1633.506
12734,14500000,Kuri Road,4,4,1633.506
12735,16500000,Kuri Road,5,5,1905.757
12736,17000000,Kuri Road,5,5,1905.757
12740,22500000,G-11,4,4,14973.804999999998
12741,11200000,other,6,5,2178.008
12742,13000000,H-13,6,5,1633.506
12743,4500000,Tarnol,3,4,816.7529999999999
12744,13000000,PWD Housing Scheme,5,4,1633.506
12745,10500000,Ghauri Town,3,2,1905.757
12747,6600000,DHA Defence,4,3,2178.008
12748,75000000,F-11,5,5,70785.0
12749,125000000,F-10,10,11,10890.0
12750,6500000,Ghauri Town,3,2,1361.255
12752,28000000,G-15,7,6,3539.263
12753,8000000,Ghauri Town,5,4,1361.255
12755,117000000,F-8,5,5,70785.0
12757,95000000,F-10,9,9,70785.0
12758,7500000,Bani Gala,2,2,2722.51
12760,70000000,G-10,4,3,5445.0
13036,9000000,Ghauri Town,5,4,1633.506
13037,70000000,G-10,4,4,5445.0
13039,45000000,DHA Defence,7,7,5445.0
13040,25000000,Chak Shahzad,6,6,2722.51
13041,10000000,other,0,0,2178.008
13042,12500000,Bhara kahu,3,5,2450.259
13043,68000000,I-8,6,8,65340.0
13044,26000000,G-13,4,4,2178.008
13046,8300000,Khanna Pul,0,0,1089.004
13048,15000000,G-13,4,5,1089.004
13050,6000000,I-13,4,5,1089.004
13051,17500000,B-17,4,4,5445.0
13052,29000000,B-17,8,9,5445.0
13053,11500000,Ghauri Town,5,4,15246.056
13054,35000000,Bani Gala,8,7,5445.0
13055,81000000,G-10,10,10,76230.0
13056,88000000,I-8,6,8,65340.0
13057,91500000,I-8,6,10,65340.0
13058,56000000,I-8,6,6,38659.642
13059,38000000,G-13,6,6,40020.897
13060,16000000,G-13,7,7,1089.004
13061,42000000,G-10,9,7,38659.642
13062,13700000,CBR Town,2,2,1905.757
13063,3400000,Burma Town,2,2,816.7529999999999
13064,16000000,DHA Defence,4,4,2722.51
13065,9500000,I-14,3,2,1361.255
13066,3300000,other,2,4,6261.772999999999
13067,15000000,Naval Anchorage,3,3,1361.255
13068,3500000,Marwa Town,2,2,6806.275
13069,15000000,G-13,5,5,1089.004
13304,4000000,other,2,2,1361.255
13334,12000000,Ghauri Town,5,5,15246.056
13335,15000000,National Police Foundation O-9,5,5,27497.351
13336,5600000,I-13,4,6,1089.004
13337,52500000,DHA Defence,10,7,5445.0
13338,6000000,Ghauri Town,2,2,1361.255
13339,8600000,other,3,3,816.7529999999999
13341,21500000,DHA Defence,7,5,2722.51
13343,70000000,D-12,0,3,5445.0
13344,5200000,H-13,0,0,1633.506
13345,21500000,I-9,0,0,1633.506
13346,45000000,Bani Gala,0,0,196020.0
13347,21000000,G-9,2,3,1633.506
13349,75000000,D-12,3,4,5445.0
13350,12000000,Bani Gala,4,4,2178.008
13351,40000000,Bani Gala,8,8,98010.0
13352,17500000,Bani Gala,7,7,2722.51
13353,3800000,Kuri Road,3,3,1089.004
13354,10500000,other,7,5,1361.255
13355,19000000,I-14,6,5,1905.757
13356,70000000,I-8,6,6,65340.0
13358,75000000,F-11,0,0,70785.0
13359,11000000,Ghauri Town,5,4,1361.255
13360,10500000,Ghauri Town,6,4,1361.255
13600,32500000,PWD Housing Scheme,8,6,5445.0
13603,39500000,Kuri Road,8,7,3267.012
13606,18900000,PWD Housing Scheme,6,6,38659.642
13607,3500000,DHA Defence,2,2,1361.255
13608,17500000,G-7,4,7,1361.255
13609,25000000,Bahria Town,0,0,2722.51
13610,15000000,FECHS,5,5,2178.008
13612,27500000,Bahria Town,5,4,2722.51
13613,75000000,D-12,4,4,5445.0
13614,7500000,Ghauri Town,6,6,1089.004
13615,6800000,DHA Defence,0,0,2178.008
13616,66000000,I-8,6,5,5445.0
13618,26000000,G-13,6,5,2178.008
13619,30000000,Bani Gala,5,5,5445.0
13620,6000000,Ghauri Town,2,2,1361.255
13621,32500000,G-11,7,4,2178.008
13622,5500000,Burma Town,3,2,1361.255
13654,42500000,G-15,0,10,65340.0
13655,22000000,Lehtarar Road,8,10,28858.606
13656,100000000,I-8,0,0,5445.0
13657,58000000,I-8,6,10,38931.893
13658,135000000,F-6,5,5,87120.0
13660,11500000,Ghauri Town,6,4,1361.255
13661,12500000,Ghauri Town,6,4,1361.255
13662,90000000,I-8,6,8,65340.0
13663,13200000,Islamabad - Murree Expressway,6,6,5445.0
13664,4500000,Bhara kahu,3,2,1361.255
13666,2800000,Burma Town,2,2,6806.275
13668,31500000,Bahria Town,6,6,2722.51
13669,5500000,Burma Town,3,3,1361.255
13670,13000000,Shaheen Town,6,6,4628.267
13671,32500000,Bani Gala,5,5,5445.0
13672,3500000,DHA Defence,3,2,1361.255
13673,69000000,E-11,7,6,5445.0
13674,12800000,D-17,6,5,2178.008
13675,4500000,Jhang Syedan,3,3,1361.255
13677,8500000,Ghauri Town,6,4,1361.255
13679,14000000,Bahria Town,0,3,1361.255
13680,45000000,Bahria Town,5,5,5445.0
13682,40000000,National Police Foundation O-9,0,6,5445.0
13897,16500000,D-12,2,2,1089.004
13898,17500000,National Police Foundation O-9,0,6,2722.51
13899,12500000,FECHS,6,5,2178.008
13901,40000000,PWD Housing Scheme,0,0,5445.0
13902,3200000,DHA Defence,2,2,1361.255
13903,9500000,Pakistan Town,3,3,2722.51
13904,13000000,FECHS,6,6,1905.757
13905,3500000,DHA Defence,2,2,1361.255
13906,17000000,DHA Defence,4,6,2722.51
14193,20000000,Korang Town,6,6,3267.012
14195,5000000,Thanda Pani,3,2,1361.255
14196,4000000,Bhara kahu,0,0,1361.255
14197,3400000,DHA Defence,3,2,1361.255
14198,19500000,G-15,7,5,1905.757
14199,3300000,Lehtarar Road,3,2,1361.255
14201,90000000,E-11,9,9,65340.0
14203,16500000,National Police Foundation,0,0,2722.51
14205,50000000,Bahria Town,6,5,5445.0
